ICAO,NAME
LFRQ,Quimper - Cornouaille Airport
LFRS,Nantes Atlantique Airport
LFRT,Saint-Brieuc-Armor Airport
LFRU,Morlaix-Ploujean Airport
LFRV,Vannes-Meucon Airport
LFRZ,Saint-Nazaire-Montoir Airport
LFSA,Besançon Thise Airport
LFSB,EuroAirport Basel Mulhouse Freiburg
LFSD,Dijon-Longvic Airbase (Bourgogne Aéroport)
LFSF,Metz-Frescaty (BA 128) Air Base
LFSG,Épinal - Mirecourt Airport
LFSM,Montbéliard-Courcelles Airport
LFSN,Nancy-Essey Airport
LFSQ,Belfort - Fontaine Airport
LFSR,Reims-Champagne (BA 112) Airport
LFST,Strasbourg Entzheim International Airport
LFSW,Plivot Airport
LFSZ,Vittel Champ De Course Airport
LFTH,Toulon-Hyères Airport
LFTW,Garons Airport
LFTZ,La Méle Airport
LFVM,Miquelon Airport
LFVP,Saint Pierre Airport
LGAD,Andravida Airport
LGAG,Agrinion Airport
LGAL,Dimokritos Airport
LGAT,Athen Helenikon Airport
LGAV,Athens International Airport
LGBL,International Airport of Central Greece
LGHI,Chios Island National Airport
LGHL,Porto Cheli Airport
LGIK,Ikaria Airport
LGIO,Ioannina National Airport
LGIR,Nikos Kazantzakis International Airport
LGKA,Kastoria National Airport
LGKC,Kithira Airport
LGKF,Kefallinia Airport
LGKJ,Kastelorizo Island Public Airport
LGKL,Kalamata Airport
LGKO,"Kos Island International Airport, Hippocrates"
LGKP,Karpathos Airport
LGKR,Ioannis Kapodistrias International Airport (Corfu Internatio
LGKS,Kasos Airport
LGKV,Alexander the Great International Airport
LGKY,Kalymnos Island National Airport
LGKZ,Philippos Airport
LGLE,Leros Airport
LGLM,Limnos Airport
LGLR,Larisa Airport
LGMK,Mykonos Island National Airport
LGML,Milos Island National Airport
LGMT,Mytilene International Airport
LGNX,Naxos Island National Airport
LGPA,Paros National Airport
LGPL,Astypalaia Airport
LGPZ,Aktion Airport
LGRP,"Rhodes International Airport, ""Diagoras"""
LGRX,Araxos Airport
LGSA,"Chania International Airport (""Ioannis Daskalogiannis"")"
LGSK,Skiathos Island National Airport
LGSM,"Samos International Airport ""Aristarchos of Samos"""
LGSO,Syros Airport
LGSP,Sparti Airport
LGSR,Santorini Airport
LGST,Sitia Airport
LGSY,Skiros Airport
LGTS,Makedonia Airport
LGZA,"Zakynthos International Airport, ""Dionysios Solomos"""
LHBP,Budapest Ferenc Liszt International Airport
LHDC,Debrecen Airport
LHMC,Miskolc Airport
LHPP,Pécs Pogány Airport
LHPR,Gy?r-Pér International Airport
LHSM,Sármellék International Airport
LHTA,Taszár Air Base
LHUD,Szeged Glider Airport
LIBC,Crotone Airport
LIBD,Palese Macchie Airport
LIBF,Foggia / Gino Lisa Airport
LIBG,Taranto / Grottaglie Airport
LIBN,Lecce Airport
LIBP,Pescara Airport
LIBR,Casale Airport
LICA,Lamezia Terme International Airport
LICB,"Comiso ""Pio La Torre"" Airport"
LICC,Catania-Fontanarossa Airport
LICD,Lampedusa Airport
LICG,Pantelleria Airport
LICJ,Palermo International Airport (Aeroporto Falcone e Borsellin
LICR,Reggio Calabria Airport
LICT,Trapani-Birgi Airport
LICZ,Sigonella Airport
LIDB,Arturo dell'Oro
LIDR,Ravenna Airport
LIEA,Fertilia Airport (Alghero Airport)
LIED,Rafsu Decimomannu Airport
LIEE,Cagliari Airport
LIEO,Olbia-Costa Smerelda Airport
LIET,Tortoli' / Arbatax Airport
LILN,Varese / Venegono Airport
LILQ,Massa Cinquale Airport
LIMC,Malpensa International Airport
LIME,Orio al Serio International Airport
LIMF,Turin International Airport
LIMG,Albenga Airport
LIMJ,Aeroporto Cristoforo Colombo
LIML,Linate Airport
LIMP,"Parma Airport (Aeroporto di Parma ""Giuseppe Verdi"")"
LIMS,Piacenza Airport
LIMW,Corrado Gex Airport
LIMZ,Cuneo / Levaldigi Airport
LIPA,Aviano Air Base
LIPB,Bolzano Airport
LIPD,Udine / Campoformido Air Base
LIPE,"Bologna-Borgo Panigale ""Guglielmo Marconi"" Airport"
LIPH,Treviso Airport
LIPK,Forlì Airport
LIPO,Brescia Montichiari International Airport
LIPQ,Friuli Venezia Giulia Airport
LIPR,Federico Fellini International Airport
LIPT,Vicenza Airport
LIPU,Padova Airport
LIPX,Verona / Villafranca Airport
LIPY,Falconara Airport
LIPZ,Marco Polo International Airport
LIQB,Arezzo Airport
LIQL,Lucca / Tassignano Airport
LIQN,Rieti Airport
LIQS,Siena Airport
LIRA,Rome Ciampino Airport
LIRF,Leonardo Da Vinci International Airport
LIRH,Frosinone Military Airport
LIRI,Salerno Airport
LIRJ,Marina di Campo Airport
LIRL,Latina Airport
LIRN,Naples International Airport
LIRP,Galileo Galilei Airport
LIRQ,Peretola Airport
LIRS,Grosseto Airport
LIRZ,Perugia / San Egidio Airport
LJLJ,Brnik Airport
LJMB,Maribor Airport
LJPZ,Portoro? Airport
LKHO,HoleÅ¡ov Airport
LKKU,Kunovice Airport
LKKV,Karlovy Vary Airport
LKMR,Mariánské LáznÄ› Airport
LKMT,Ostrava-Mosnov International Airport
LKPD,Pardubice Airport
LKPO,PÅ™erov Air Base
LKPR,Václav Havel Airport Prague
LKTB,Brno-Tu?any Airport
LKZA,Zabreh Ostrava Airport
LLBG,Ben Gurion International Airport
LLBS,Be'er Sheva Airport
LLET,J. Hozman Airport
LLEY,Ein Yahav Airfield
LLHA,Haifa Airport
LLIB,Rosh Pina Airport
LLKS,Qiryat Shemona Airport
LLMR,Mitzpe Ramon Airfield
LLMZ,Bar Yehuda Airfield
LLOV,Ovda International Airport
LLRM,Ramon Air Base
LLSD,Sde Dov Airport
LLYT,Yotvata Airfield
LMMG,Xewkija Heliport
LMML,Malta International Airport
LNMC,Monaco Heliport
LOIH,Hohenems-Dornbirn Airport
LOWG,Graz Airport
LOWI,Innsbruck Kranebitten Airport
LOWK,Klagenfurt Airport
LOWL,Linz Airport
LOWS,Salzburg Airport
LOWW,Vienna International Airport
LPAZ,Aeroporto de Santa Maria
LPBG,Bragança Airport
LPBJ,Beja International Airport
LPBR,Braga Airport
LPCH,Chaves Airport
LPCO,Coimbra Airport
LPCR,Corvo Airport
LPCV,Covilha Airport
LPFL,Flores Airport
LPFR,Faro Airport (Portugal)
LPGR,Graciosa Airport
LPHR,Horta Airport
LPLA,Lajes Airport
LPMA,Madeira Airport
LPMT,Montijo Airport
LPPD,João Paulo II Airport (Ponta Delgada Airport)
LPPI,Pico Airport
LPPM,Portimao Airport
LPPR,Francisco Sá Carneiro Airport
LPPS,Porto Santo Airport
LPPT,Portela Airport
LPSI,Sines Airport
LPSJ,São Jorge Airport
LPVR,Vila Real Airport
LPVZ,Viseu Airport
LQBK,Banja Luka International Airport
LQMO,Mostar International Airport
LQSA,Sarajevo International Airport
LQTZ,Tuzla International Airport
LRAR,Arad International Airport
LRBC,George Enescu International Airport
LRBM,Baia Mare Airport
LRBS,"Bucharest ""Aurel Vlaicu"" Airport"
LRCK,Mihail Kog?lniceanu International Airport
LRCL,Cluj-Napoca International Airport
LRCS,Caransebe? Airport
LRCV,Craiova Airport
LRDV,Deva Airport
LRIA,Ia?i International Airport
LROD,Oradea International Airport
LROP,Henri Coand? International Airport
LRSB,Sibiu International Airport
LRSM,Satu Mare International Airport
LRSV,Suceava Airport
LRTC,Tulcea Airport
LRTM,Târgu Mure? International Airport
LRTR,Traian Vuia International Airport
LSGC,Les Eplatures Airport
LSGG,Geneva Airport
LSGN,Neuchatel Airport
LSGS,Sion Airport
LSMI,Interlaken Air Base
LSZA,Lugano Airport
LSZB,Bern Airport
LSZC,Buochs Airport
LSZD,Ascona Airport
LSZG,Grenchen Airport
LSZH,Zurich Airport
LSZL,Locarno Airport
LSZR,St. Gallen Altenrhein Airport
LSZS,St Moritz - Samedan Airport
LTAC,Esenboga International Airport
LTAD,Etismegut Airport
LTAF,Adana ?akirpa?a Airport
LTAG,Incirlik Air Base
LTAH,Afyon Airport
LTAI,Antalya Airport
LTAJ,O?uzeli Airport
LTAK,Hatay Airport
LTAL,Kastamonu Airport
LTAN,Konya Airport
LTAP,Merzifon Airport
LTAQ,Samsun Samair Airport
LTAR,Sivas Airport
LTAS,Zonguldak Airport
LTAT,Erhac Airport
LTAU,Erkilet International Airport
LTAW,Tokat Airport
LTAY,Çardak Airport
LTAZ,Kapadokya Airport
LTBA,Atatürk Airport
LTBE,Bursa Airport
LTBF,Bal?kesir Merkez Airport
LTBG,Band?rma Airport
LTBH,Canakkale Airport
LTBI,Eski?ehir Airport
LTBJ,Adnan Menderes Airport
LTBL,Çi?li Air Base
LTBO,U?ak Airport
LTBQ,Cengiz Topel Airport
LTBR,Bursa Yenisehir Airport
LTBS,Dalaman Airport
LTBU,Çorlu Airport
LTBV,Bodrum-Imsik Airport
LTBY,Anadolu Airport
LTCA,Elaz?? Airport
LTCC,Diyarbak?r Airport
LTCD,Erzincan Airport
LTCE,Erzurum Airport
LTCF,Kars Airport
LTCG,"Trabzon Airport? Trabzon, Turkey"
LTCH,?anl?urfa Airport
LTCI,Ferit Melen Airport
LTCJ,Batman Airport
LTCK,Mus Airport
LTCK,MuÅŸ Airport
LTCL,Siirt Airport
LTCM,Sinop Airport
LTCN,Kahramanmara? Airport
LTCO,Agri Airport
LTCP,Ad?yaman Airport
LTCR,Mardin Airport
LTCS,ÅžanlÄ±urfa GAP Airport
LTDA,Hatay Airport
LTFC,Suleyman Demirel Airport
LTFD,Edremit Korfez Airport
LTFE,Milas-Bodrum Airport
LTFG,GazipaÅŸa Airport
LTFH,Carsamba Airport
LTFJ,Sabiha Gokcen International Airport
LTFK,Imroz Airport
LTFM,Istanbul Airport
LUBL,B?l?i International Airport
LUKK,Chi?in?u International Airport
LWOH,Ohrid Airport
LWSK,Skopje Airport
LXGB,Gibraltar Airport
LY88,Ponikve Airport
LYBE,Belgrade Nikola Tesla Airport
LYBR,Berane Airport
LYBT,Batajnia Air Base
LYDK,Ä?akovica Airfield
LYNI,Ni? Constantine the Great Airport
LYNS,Cenej Airport
LYPG,Podgorica Airport
LYTV,Tivat Airport
LYUZ,U?ice-Ponikve Airport
LZIB,Bratislava Airport
LZKZ,Ko?ice Airport
LZLU,Lucenec Airport
LZPP,Piestany Airport
LZPW,PreÅ¡ov Air Base
LZSL,Slia? Airport
LZTT,Poprad-Tatry Airport
LZZI,Žilina Airport
MBGT,JAGS McCartney International Airport
MBMC,Middle Caicos Airport
MBNC,North Caicos Airport
MBPI,Pine Cay Airport
MBPV,Providenciales International Airport
MBSC,South Caicos Airport
MBSY,Salt Cay Airport
MDAB,Arroyo Barril International Airport
MDBH,Maria Montez International Airport
MDCR,Cabo Rojo Airport
MDCY,Samaná El Catey International Airport
MDCZ,Constanza Airport
MDJB,La Isabela International Airport
MDLR,La Romana International Airport
MDPC,Punta Cana International Airport
MDPP,Puerto Plata Airport
MDSB,Sabana de Mar Airport
MDSD,Las Américas International Airport
MDST,Cibao International Airport
MGCB,Cobán Airport
MGCR,Carmelita Airport
MGCT,Coatepeque Airport
MGGT,La Aurora International Airport
MGHT,Huehuetenango Airport
MGMM,Melchor de Mencos Airport
MGPB,Puerto Barrios Airport
MGPP,Poptún Airport
MGQC,Quiché Airport
MGQZ,Quetzaltenango Airport
MGRB,Rubelsanto Airport
MGRT,Retalhuleu Airport
MGSJ,San José Airport
MGTK,Mundo Maya International Airport
MHAH,Ahuas Airport
MHBL,Brus Laguna Airport
MHCA,Catacamas Airport
MHCU,Cauquira Airport
MHJU,Juticalpa Airport
MHLC,Goloson International Airport
MHLE,La Esperanza Airport
MHLM,La Mesa International Airport
MHNJ,La Laguna Airport
MHNJ,Guanaja Airport
MHPL,Puerto Lempira Airport
MHRO,Juan Manuel Gálvez International Airport
MHRS,Santa Rosa Copán Airport
MHRU,Copan Ruinas Airport
MHSC,Coronel Enrique Soto Cano Air Base
MHTE,Tela Airport
MHTG,Toncontín International Airport
MHTJ,Trujillo Airport
MHUL,Sulaco Airport
MHUT,Utila Airport
MKBS,Boscobel Aerodrome
MKJP,Norman Manley International Airport
MKJS,Sangster International Airport
MKKJ,Ken Jones Aerodrome
MKNG,Negril Aerodrome
MKTP,Tinson Pen Aerodrome
MLIP,Mili Island Airport
MM76,San Luis Río Colorado Airport
MMAA,General Juan N. Álvarez International Airport
MMAN,Del Norte International Airport
MMAS,Lic. Jesús Terán Peredo International Airport
MMBT,Bahías de Huatulco International Airport
MMCA,Cananea Airport
MMCB,General Mariano Matamoros Airport
MMCC,Ciudad Acuna International Airport
MMCE,Ciudad del Carmen International Airport
MMCG,Nuevo Casas Grandes Airport
MMCL,Federal de Bachigualato International Airport
MMCM,Chetumal International Airport
MMCN,Ciudad Obregón International Airport
MMCO,Copalar Airport
MMCP,Ing. Alberto Acuña Ongay International Airport
MMCS,Abraham González International Airport
MMCT,Chichen Itza International Airport
MMCU,General Roberto Fierro Villalobos International Airport
MMCV,General Pedro J. Méndez National Airport
MMCY,Captain Rogelio Castillo National Airport
MMCZ,Cozumel International Airport
MMDA,Ciudad Constitución Airport
MMDM,Ciudad Mante National Airport
MMDO,General Guadalupe Victoria International Airport
MMEP,Amado Nervo National Airport
MMES,Ensenada Airport
MMGL,Don Miguel Hidalgo y Costilla International Airport
MMGM,General José María Yáñez International Airport
MMGR,Guerrero Negro Airport
MMHC,Tehuacán Airport
MMHO,General Ignacio Pesqueira Garcia International Airport
MMIA,Licenciado Miguel de la Madrid Airport
MMIM,Isla Mujeres Airport
MMIO,Plan de Guadalupe International Airport
MMIT,Ixtepec Airport
MMJA,El Lencero Airport
MMLC,Lázaro Cárdenas Airport
MMLM,Federal del Valle del Fuerte International Airport
MMLO,Del Bajío International Airport (Guanajuato Int'l Airport)
MMLP,Manuel Márquez de León International Airport
MMLT,Loreto International Airport
MMMA,General Servando Canales International Airport
MMMD,Manuel Crescencio Rejón International Airport
MMMG,Mulege Airport
MMML,General Rodolfo Sánchez Taboada International Airport
MMMM,General Francisco J. Mujica International Airport
MMMT,Minatitlán/Coatzacoalcos National Airport
MMMV,Venustiano Carranza International Airport
MMMX,Mexico City International Airport
MMMY,General Mariano Escobedo International Airport
MMMZ,General Rafael Buelna International Airport
MMNG,Nogales International Airport
MMNL,Quetzalcóatl International Airport
MMOX,Xoxocotlán International Airport
MMPA,El Tajín National Airport
MMPB,Hermanos Serdán International Airport
MMPG,Piedras Negras International Airport
MMPN,Lic. y Gen. Ignacio López Rayón International Airport
MMPQ,Palenque International Airport
MMPR,Puerto Vallarta International Airport
MMPS,Puerto Escondido International Airport
MMQT,Querétaro International Airport
MMRX,General Lucio Blanco International Airport
MMSC,San Cristobal De Las Casas Airport
MMSD,Los Cabos International Airport
MMSF,San Felipe International Airport
MMSL,Cabo San Lucas International Airport
MMSP,Ponciano Arriaga International Airport
MMTB,Terán Air Base
MMTC,Francisco Sarabia International Airport (Torreon Internation
MMTG,Francisco Sarabia National Airport (Llano San Juan Airport)
MMTJ,General Abelardo L. Rodríguez International Airport
MMTM,General Francisco Javier Mina International Airport
MMTN,Tamuín National Airport
MMTO,Lic. Adolfo López Mateos International Airport
MMTP,Tapachula International Airport
MMTX,Tuxpan Airport
MMUN,Cancún International Airport
MMVA,Carlos Rovirosa Pérez International Airport
MMVR,General Heriberto Jara International Airport
MMZC,General Leobardo C. Ruiz International Airport
MMZH,Ixtapa-Zihuatanejo International Airport
MMZM,Zamora Airport
MMZO,Playa de Oro International Airport
MNBL,Bluefields Airport
MNBZ,Bonanza Airport
MNCI,Corn Island Airport
MNMG,Augusto C. Sandino International Airport
MNNG,Nueva Guinea Airport
MNPC,Puerto Cabezas Airport
MNRT,Rosita Airport
MNSC,San Carlos
MNSI,Siuna Airport
MNWP,Waspam Airport
MPBO,"Bocas del Toro ""Isla Colon"" International Airport"
MPCE,Alonso Valderrama Airport
MPCH,Captain Manuel Niño International Airport
MPDA,Enrique Malek International Airport
MPEJ,Enrique Adolfo Jiménez Airport
MPHO,"Howard Airport (private, former Howard AFB)"
MPJE,Jaqué Airport
MPLP,Captain Ramon Xatruch Airport
MPMG,Marcos A. Gelabert International Airport
MPSA,Ruben Cantu Airport
MPTO,Tocumen International Airport
MPWN,San Blas Airport
MRAN,La Fortuna Airport
MRAO,Tortuguero Airport
MRBA,Buenos Aires Airport
MRBC,Barra del Colorado Airport
MRCA,Codela Airport
MRCC,Coto 47 Airport
MRCR,Carrillo Airport
MRCV,Cabo Velas Airport
MRDK,Drake Bay Airport
MRFL,Flamingo Airport
MRGF,Golfito Airport
MRGP,Guápiles Airport
MRIA,Punta Islita Airport
MRLB,Daniel Oduber Quiros International Airport
MRLC,Los Chiles Airport
MRLM,Limon International Airport
MRNC,Guanacaste Airport
MRNS,Nosara Airport
MROC,Juan Santamaría International Airport
MRPJ,Puerto Jimenez Airport
MRPM,Palmar Sur Airport
MRPV,Tobías Bolaños International Airport
MRQP,Quepos Managua Airport
MRRF,Rio Frio / Progreso Airport
MRSR,Playa Samara Airport
MRSV,San Vito De Java Airport
MRTM,Tamarindo Airport
MRTR,Tambor Airport
MRUP,Upala Airport
MSLP,Comalapa International Airport (El Salvador International)
MTCA,Les Cayes Airport
MTCH,Cap-Haïtien International Airport
MTJA,Jacmel Airport
MTJE,Jérémie Airport
MTPP,Port-au-Prince International Airport
MTPX,Port-de-Paix Airport
MUBA,Gustavo Rizo Airport
MUBR,Las Brujas Airport
MUBY,Carlos Manuel de Céspedes Airport
MUCA,Máximo Gómez Airport
MUCC,Jardines Del Rey Airport
MUCF,Jaime González Airport
MUCL,Vilo Acuna International Airport
MUCM,Ignacio Agramonte International Airport
MUCO,Colón Airport
MUCU,Antonio Maceo International Airport
MUGM,Leeward Point Field
MUGT,Mariana Grajales Airport
MUHA,José Martí International Airport
MUHG,Holguin Frank Pais International Airport
MUKW,Kawama Airport
MULM,La Coloma Airport
MUMA,Punta de Maisi Airport
MUMJ,Mayajigua Airport
MUMJ,Areopuerto Internacional Michael Gonzalez
MUMO,Orestes Acosta Airport
MUMZ,Sierra Maestra Airport
MUNB,San Nicolas De Bari Airport
MUNC,Nicaro Airport
MUNG,Rafael Cabrera Airport
MUOC,Jardines del Rey Airport
MUPB,Playa Baracoa Airport
MUPR,Pinar Del Rio Airport
MUSC,Abel Santamaria Airport
MUSJ,San Julian Air Base
MUSN,Siguanea Airport
MUSS,Sancti Spiritus Airport
MUTD,Alberto Delgado Airport
MUVR,Juan Gualberto Gómez Airport
MUVT,Hermanos Ameijeiras Airport
MWCB,Gerrard Smith International Airport
MWCL,Edward Bodden Airfield
MWCR,Owen Roberts International Airport
MYAB,Clarence A. Bain Airport
MYAF,Andros Town International Airport
MYAK,Congo Town Airport
MYAM,Marsh Harbour Airport
MYAN,San Andros Airport
MYAP,Spring Point Airport
MYAT,Treasure Cay Airport
MYAW,Abaco I Walker C Airport
MYBC,Chub Cay International Airport
MYBG,Great Harbour Cay Airport
MYBS,South Bimini Airport
MYCA,Arthur's Town Airport
MYCB,New Bight Airport
MYCC,Cat Cay Airport
MYCI,Colonel Hill Airport
MYCP,Pitts Town Airport
MYEC,Cape Eleuthera Airport
MYEF,Exuma International Airport
MYEG,George Town Airport
MYEH,North Eleuthera Airport
MYEM,Governor's Harbour Airport
MYEN,Normans Cay Airport
MYER,Rock Sound Airport
MYES,Staniel Cay Airport
MYGF,Grand Bahama International Airport
MYGW,West End Airport
MYIG,Inagua Airport
MYLD,Deadman's Cay Airport
MYLS,Stella Maris Airport
MYMM,Mayaguana Airport
MYNN,Nassau International Airport
MYPI,Paradise Island Airport
MYRD,Duncan Town Airport
MYRP,Rum Cay Airport
MYSM,San Salvador Airport
MZBZ,Philip S. W. Goldson International Airport
N/A,Orchid Beach
NCAI,Aitutaki Island Airport
NCAT,Atiu Island Airport
NCMG,Mangaia Island Airport
NCMH,Manihiki Island Airport
NCMK,Mauke Airport
NCMR,Mitiaro Island Airport
NCPY,Tongareva Airport
NCRG,Rarotonga International Airport
NFCI,Cicia Airport
NFFA,Ba Airport
NFFN,Nadi International Airport
NFFO,Malolo Lailai Island Airport
NFKD,Vunisea Airport
NFMA,Mana Island Airport
NFMO,Moala Airport
